gene_id	gene_name	gene_type	Chr	Strand
ENSG00000257752.1	ENSG00000257752	processed_pseudogene	chr12	-
ENSG00000139324.12	TMTC3	protein_coding	chr12	+
ENSG00000305722.1	ENSG00000305722	lncRNA	chr12	+
ENSG00000289384.3	ENSG00000289384	lncRNA	chr12	-
ENSG00000296741.1	ENSG00000296741	lncRNA	chr12	+
ENSG00000199245.1	Y_RNA	misc_RNA	chr12	+
ENSG00000049130.16	KITLG	protein_coding	chr12	-
ENSG00000281333.3	ENSG00000281333	lncRNA	chr12	+
ENSG00000252850.1	RNU1-117P	snRNA	chr12	+
ENSG00000289174.2	ENSG00000289174	lncRNA	chr12	-
ENSG00000310064.1	ENSG00000310064	lncRNA	chr12	+
ENSG00000246363.5	LINC02458	lncRNA	chr12	-
ENSG00000257629.1	ENSG00000257629	processed_pseudogene	chr12	+
ENSG00000310025.1	ENSG00000310025	lncRNA	chr12	+
ENSG00000310083.1	ENSG00000310083	lncRNA	chr12	+
ENSG00000310046.1	ENSG00000310046	lncRNA	chr12	+
ENSG00000238302.1	RNU7-120P	snRNA	chr12	-
ENSG00000299735.1	ENSG00000299735	lncRNA	chr12	+
ENSG00000257820.1	MRPS6P4	processed_pseudogene	chr12	+
ENSG00000139318.8	DUSP6	protein_coding	chr12	-
ENSG00000274021.1	ENSG00000274021	lncRNA	chr12	+
ENSG00000308072.1	ENSG00000308072	lncRNA	chr12	-
ENSG00000286608.3	ENSG00000286608	lncRNA	chr12	+
ENSG00000271327.1	ENSG00000271327	lncRNA	chr12	+
ENSG00000139323.14	POC1B	protein_coding	chr12	-
ENSG00000226982.4	CENPCP1	processed_pseudogene	chr12	+
ENSG00000259075.6	POC1B-GALNT4	protein_coding	chr12	-
ENSG00000257594.4	GALNT4	protein_coding	chr12	-
ENSG00000270344.5	POC1B-AS1	lncRNA	chr12	+
ENSG00000279939.1	ENSG00000279939	TEC	chr12	-
ENSG00000070961.17	ATP2B1	protein_coding	chr12	-
ENSG00000271614.2	ATP2B1-AS1	lncRNA	chr12	+
ENSG00000252207.1	RNA5SP365	rRNA_pseudogene	chr12	+
ENSG00000296746.1	ENSG00000296746	lncRNA	chr12	-
ENSG00000257480.1	MRPL2P1	processed_pseudogene	chr12	+
ENSG00000252823.1	RNU6-148P	snRNA	chr12	+
ENSG00000306840.1	ENSG00000306840	lncRNA	chr12	-
ENSG00000306817.1	ENSG00000306817	lncRNA	chr12	+
ENSG00000306778.1	ENSG00000306778	lncRNA	chr12	-
ENSG00000258290.1	BRWD1P2	transcribed_processed_pseudogene	chr12	-
ENSG00000306754.1	ENSG00000306754	lncRNA	chr12	-
ENSG00000306794.1	ENSG00000306794	lncRNA	chr12	-
ENSG00000294351.1	ENSG00000294351	lncRNA	chr12	-
ENSG00000294335.1	ENSG00000294335	lncRNA	chr12	+
ENSG00000258183.6	LINC02392	lncRNA	chr12	+
ENSG00000303768.1	ENSG00000303768	lncRNA	chr12	-
ENSG00000286021.4	LINC02822	lncRNA	chr12	+
ENSG00000257995.1	ENSG00000257995	lncRNA	chr12	-
ENSG00000288102.2	ENSG00000288102	lncRNA	chr12	-
ENSG00000257787.3	ENSG00000257787	lncRNA	chr12	+
ENSG00000294409.1	ENSG00000294409	lncRNA	chr12	+
ENSG00000197651.4	CCER1	protein_coding	chr12	-
ENSG00000196243.5	LINC00615	lncRNA	chr12	+
ENSG00000083782.8	EPYC	protein_coding	chr12	-
ENSG00000139330.6	KERA	protein_coding	chr12	-
ENSG00000139329.5	LUM	protein_coding	chr12	-
ENSG00000011465.18	DCN	protein_coding	chr12	-
ENSG00000293802.1	ENSG00000293802	lncRNA	chr12	+
ENSG00000258148.2	ENSG00000258148	processed_pseudogene	chr12	+
ENSG00000297389.1	ENSG00000297389	lncRNA	chr12	-
ENSG00000289605.2	ENSG00000289605	lncRNA	chr12	-
ENSG00000258100.4	LINC02823	lncRNA	chr12	+
ENSG00000294350.1	ENSG00000294350	lncRNA	chr12	+
ENSG00000286049.1	ENSG00000286049	lncRNA	chr12	+
ENSG00000308514.1	ENSG00000308514	lncRNA	chr12	+
ENSG00000274647.1	ENSG00000274647	misc_RNA	chr12	-
ENSG00000277738.2	ENSG00000277738	lncRNA	chr12	+
ENSG00000258125.1	ENSG00000258125	lncRNA	chr12	+
ENSG00000258224.1	ENSG00000258224	processed_pseudogene	chr12	-
ENSG00000257893.4	LINC02404	lncRNA	chr12	+
ENSG00000304322.1	ENSG00000304322	lncRNA	chr12	-
ENSG00000257863.1	ENSG00000257863	lncRNA	chr12	+
ENSG00000305639.1	ENSG00000305639	lncRNA	chr12	+
ENSG00000257242.10	LINC01619	lncRNA	chr12	-
ENSG00000286907.1	ENSG00000286907	lncRNA	chr12	+
ENSG00000287714.1	ENSG00000287714	lncRNA	chr12	+
ENSG00000301057.1	ENSG00000301057	lncRNA	chr12	+
ENSG00000301037.1	ENSG00000301037	lncRNA	chr12	+
ENSG00000133639.6	BTG1	protein_coding	chr12	-
ENSG00000245904.7	BTG1-DT	lncRNA	chr12	+
ENSG00000310205.1	ENSG00000310205	lncRNA	chr12	-
ENSG00000239201.1	RPL21P106	processed_pseudogene	chr12	+
ENSG00000199895.1	Y_RNA	misc_RNA	chr12	-
ENSG00000277851.3	LINC02391	lncRNA	chr12	-
ENSG00000310224.1	ENSG00000310224	lncRNA	chr12	+
ENSG00000310158.1	ENSG00000310158	lncRNA	chr12	+
ENSG00000305173.1	ENSG00000305173	lncRNA	chr12	-
ENSG00000205057.7	CLLU1-AS1	lncRNA	chr12	-
ENSG00000257127.6	CLLU1	lncRNA	chr12	+
ENSG00000266923.1	ENSG00000266923	lncRNA	chr12	+
ENSG00000298856.1	ENSG00000298856	lncRNA	chr12	-
ENSG00000205056.9	LINC02397	lncRNA	chr12	+
ENSG00000310529.1	ENSG00000310529	lncRNA	chr12	-
ENSG00000298811.1	ENSG00000298811	lncRNA	chr12	-
ENSG00000258262.1	MTCH2P2	processed_pseudogene	chr12	+
ENSG00000298884.1	ENSG00000298884	lncRNA	chr12	+
ENSG00000298833.1	ENSG00000298833	lncRNA	chr12	+
ENSG00000308842.1	ENSG00000308842	lncRNA	chr12	-
ENSG00000308858.1	ENSG00000308858	lncRNA	chr12	+
ENSG00000187510.11	PLEKHG7	protein_coding	chr12	+
ENSG00000102189.17	EEA1	protein_coding	chr12	-
ENSG00000258012.1	ENSG00000258012	processed_pseudogene	chr12	+
ENSG00000257195.1	HNRNPA1P50	processed_pseudogene	chr12	+
ENSG00000300165.1	ENSG00000300165	lncRNA	chr12	+
ENSG00000301399.1	ENSG00000301399	lncRNA	chr12	+
ENSG00000257345.3	LINC02413	lncRNA	chr12	+
ENSG00000202534.1	RNU6-1329P	snRNA	chr12	+
ENSG00000257252.8	ENSG00000257252	lncRNA	chr12	-
ENSG00000207365.1	Y_RNA	misc_RNA	chr12	+
ENSG00000270506.1	DPPA3P5	processed_pseudogene	chr12	+
ENSG00000256393.1	RPL41P5	processed_pseudogene	chr12	-
ENSG00000257746.3	ENSG00000257746	lncRNA	chr12	+
ENSG00000257210.1	NACAP8	transcribed_processed_pseudogene	chr12	-
ENSG00000258171.3	LINC02412	lncRNA	chr12	+
ENSG00000201502.1	ENSG00000201502	snoRNA	chr12	+
ENSG00000293091.2	ENSG00000293091	lncRNA	chr12	+
ENSG00000257512.2	ENSG00000257512	transcribed_processed_pseudogene	chr12	+
ENSG00000298398.1	ENSG00000298398	lncRNA	chr12	+
ENSG00000173598.14	NUDT4	protein_coding	chr12	+
ENSG00000177889.10	UBE2N	protein_coding	chr12	-
ENSG00000298387.1	ENSG00000298387	lncRNA	chr12	+
ENSG00000200011.1	Y_RNA	misc_RNA	chr12	-
ENSG00000298371.1	ENSG00000298371	lncRNA	chr12	-
ENSG00000198015.14	MRPL42	protein_coding	chr12	+
ENSG00000246985.9	SOCS2-AS1	lncRNA	chr12	-
ENSG00000243015.2	RN7SL737P	misc_RNA	chr12	+
ENSG00000258271.1	ENSG00000258271	processed_pseudogene	chr12	-
ENSG00000120833.14	SOCS2	protein_coding	chr12	+
ENSG00000300370.1	ENSG00000300370	lncRNA	chr12	+
ENSG00000186076.5	ENSG00000186076	processed_pseudogene	chr12	-
ENSG00000169372.13	CRADD	protein_coding	chr12	+
ENSG00000258274.2	CRADD-AS1	lncRNA	chr12	-
ENSG00000302446.1	ENSG00000302446	lncRNA	chr12	-
ENSG00000264978.2	RN7SL630P	misc_RNA	chr12	+
ENSG00000258303.1	ENSG00000258303	lncRNA	chr12	+
ENSG00000257283.2	ENSG00000257283	lncRNA	chr12	-
ENSG00000271382.1	ENSG00000271382	lncRNA	chr12	+
ENSG00000223126.1	RN7SKP263	misc_RNA	chr12	-
ENSG00000302422.1	ENSG00000302422	lncRNA	chr12	+
ENSG00000302456.1	ENSG00000302456	lncRNA	chr12	-
ENSG00000257360.1	ENSG00000257360	processed_pseudogene	chr12	+
ENSG00000136040.9	PLXNC1	protein_coding	chr12	+
ENSG00000258035.2	ENSG00000258035	lncRNA	chr12	-
ENSG00000287237.1	ENSG00000287237	lncRNA	chr12	-
ENSG00000258172.2	ENSG00000258172	lncRNA	chr12	-
ENSG00000258365.1	ENSG00000258365	lncRNA	chr12	-
ENSG00000173588.16	CEP83	protein_coding	chr12	-
ENSG00000244391.3	RN7SL330P	misc_RNA	chr12	+
ENSG00000213250.5	RBMS2P1	processed_pseudogene	chr12	-
ENSG00000278916.2	CEP83-DT	lncRNA	chr12	+
ENSG00000257400.1	LNCHR1	lncRNA	chr12	-
ENSG00000244091.1	RN7SL483P	misc_RNA	chr12	+
ENSG00000258357.1	NSA2P2	processed_pseudogene	chr12	-
ENSG00000236349.1	SUCLG2P2	processed_pseudogene	chr12	+
ENSG00000298879.1	ENSG00000298879	lncRNA	chr12	+
ENSG00000266099.1	MIR5700	miRNA	chr12	+
ENSG00000057704.13	TMCC3	protein_coding	chr12	-
ENSG00000283818.1	MIR7844	miRNA	chr12	-
ENSG00000257847.1	LSM3P2	processed_pseudogene	chr12	+
ENSG00000308340.1	ENSG00000308340	lncRNA	chr12	+
ENSG00000308321.1	ENSG00000308321	lncRNA	chr12	+
ENSG00000298041.1	ENSG00000298041	lncRNA	chr12	-
ENSG00000303924.1	ENSG00000303924	lncRNA	chr12	-
ENSG00000216306.4	KRT19P2	transcribed_processed_pseudogene	chr12	+
ENSG00000283998.1	MIR492	miRNA	chr12	+
ENSG00000293230.1	KRT19P2	lncRNA	chr12	+
ENSG00000184752.14	NDUFA12	protein_coding	chr12	-
ENSG00000120798.17	NR2C1	protein_coding	chr12	-
ENSG00000180263.14	FGD6	protein_coding	chr12	-
ENSG00000257121.1	ENSG00000257121	processed_pseudogene	chr12	+
ENSG00000303664.1	ENSG00000303664	lncRNA	chr12	+
ENSG00000237774.3	ENSG00000237774	processed_pseudogene	chr12	+
ENSG00000028203.19	VEZT	protein_coding	chr12	+
ENSG00000289437.1	ENSG00000289437	lncRNA	chr12	+
ENSG00000202470.1	Y_RNA	misc_RNA	chr12	+
ENSG00000257666.1	CBX3P5	processed_pseudogene	chr12	-
ENSG00000212535.1	RNU6-808P	snRNA	chr12	+
ENSG00000289476.1	ENSG00000289476	lncRNA	chr12	+
ENSG00000199172.3	MIR331	miRNA	chr12	+
ENSG00000265917.1	MIR3685	miRNA	chr12	+
ENSG00000257943.3	ENSG00000257943	transcribed_unitary_pseudogene	chr12	-
ENSG00000289510.3	ENSG00000289510	lncRNA	chr12	+
ENSG00000293398.2	ENSG00000293398	lncRNA	chr12	-
ENSG00000258313.1	ENSG00000258313	lncRNA	chr12	-
ENSG00000222544.1	RNU6-735P	snRNA	chr12	-
ENSG00000304223.1	ENSG00000304223	lncRNA	chr12	-
ENSG00000241556.1	RPL29P26	processed_pseudogene	chr12	-
ENSG00000111142.14	METAP2	protein_coding	chr12	+
ENSG00000136014.12	USP44	protein_coding	chr12	-
ENSG00000293270.2	PGAM1P5	lncRNA	chr12	+
ENSG00000212448.1	Y_RNA	misc_RNA	chr12	+
ENSG00000074527.13	NTN4	protein_coding	chr12	-
ENSG00000257150.5	PGAM1P5	transcribed_processed_pseudogene	chr12	+
ENSG00000258292.2	LINC02410	lncRNA	chr12	+
ENSG00000258343.3	SNRPF-DT	lncRNA	chr12	-
ENSG00000199506.1	RNU6-247P	snRNA	chr12	-
ENSG00000139343.11	SNRPF	protein_coding	chr12	+
ENSG00000165972.13	CCDC38	protein_coding	chr12	-
ENSG00000285030.1	ENSG00000285030	processed_pseudogene	chr12	+
ENSG00000302609.1	ENSG00000302609	lncRNA	chr12	-
ENSG00000139344.8	AMDHD1	protein_coding	chr12	+
ENSG00000084110.11	HAL	protein_coding	chr12	-
ENSG00000257878.4	ENSG00000257878	lncRNA	chr12	+
ENSG00000111144.10	LTA4H	protein_coding	chr12	-
ENSG00000307169.1	ENSG00000307169	lncRNA	chr12	+
ENSG00000307189.1	ENSG00000307189	lncRNA	chr12	+
ENSG00000258251.1	YPEL5P3	processed_pseudogene	chr12	-
ENSG00000289949.2	ENSG00000289949	lncRNA	chr12	+
ENSG00000277062.1	RN7SL88P	misc_RNA	chr12	-
ENSG00000300664.1	ENSG00000300664	lncRNA	chr12	+
ENSG00000283422.2	LINC02452	lncRNA	chr12	-
ENSG00000111145.8	ELK3	protein_coding	chr12	+
ENSG00000258177.1	ENSG00000258177	lncRNA	chr12	-
ENSG00000287454.2	ENSG00000287454	lncRNA	chr12	-
ENSG00000059758.8	CDK17	protein_coding	chr12	-
ENSG00000201435.1	RNU4-24P	snRNA	chr12	-
ENSG00000257169.1	ENSG00000257169	processed_pseudogene	chr12	-
ENSG00000258272.1	ENSG00000258272	lncRNA	chr12	-
ENSG00000307952.1	ENSG00000307952	lncRNA	chr12	-
ENSG00000252827.1	RN7SKP11	misc_RNA	chr12	-
ENSG00000304462.1	ENSG00000304462	lncRNA	chr12	+
ENSG00000188596.11	CFAP54	protein_coding	chr12	+
ENSG00000258846.1	EEF1A1P33	processed_pseudogene	chr12	-
ENSG00000139350.13	NEDD1	protein_coding	chr12	+
ENSG00000202368.1	Y_RNA	misc_RNA	chr12	-
ENSG00000257470.3	ENSG00000257470	lncRNA	chr12	+
ENSG00000293845.1	ENSG00000293845	lncRNA	chr12	-
ENSG00000279190.1	ENSG00000279190	TEC	chr12	-
ENSG00000286434.2	ENSG00000286434	lncRNA	chr12	-
ENSG00000301349.1	ENSG00000301349	lncRNA	chr12	-
ENSG00000257920.3	LINC02409	lncRNA	chr12	-
ENSG00000255794.13	RMST	lncRNA	chr12	+
ENSG00000300902.1	ENSG00000300902	lncRNA	chr12	-
ENSG00000221479.3	MIR1251	miRNA	chr12	+
ENSG00000273942.1	ENSG00000273942	misc_RNA	chr12	+
ENSG00000274230.1	ENSG00000274230	misc_RNA	chr12	+
ENSG00000275231.1	ENSG00000275231	misc_RNA	chr12	+
ENSG00000273570.1	ENSG00000273570	misc_RNA	chr12	+
ENSG00000275971.1	ENSG00000275971	misc_RNA	chr12	+
ENSG00000274819.1	ENSG00000274819	misc_RNA	chr12	+
ENSG00000251844.1	ENSG00000251844	snoRNA	chr12	-
ENSG00000278802.1	ENSG00000278802	misc_RNA	chr12	+
ENSG00000276398.1	ENSG00000276398	misc_RNA	chr12	+
ENSG00000279798.1	ENSG00000279798	TEC	chr12	-
ENSG00000207586.1	MIR135A2	miRNA	chr12	+
ENSG00000277081.1	ENSG00000277081	misc_RNA	chr12	+
ENSG00000293309.2	PAFAH1B2P2	lncRNA	chr12	-
ENSG00000257157.1	ENSG00000257157	processed_pseudogene	chr12	-
ENSG00000206899.1	RNU6-36P	snRNA	chr12	+
ENSG00000257501.9	PAFAH1B2P2	transcribed_processed_pseudogene	chr12	-
ENSG00000265861.1	MIR4495	miRNA	chr12	-
ENSG00000263890.1	MIR4303	miRNA	chr12	-
ENSG00000258312.2	ENSG00000258312	lncRNA	chr12	-
ENSG00000304687.1	ENSG00000304687	lncRNA	chr12	-
ENSG00000293780.1	ENSG00000293780	lncRNA	chr12	-
ENSG00000298735.1	ENSG00000298735	lncRNA	chr12	+
ENSG00000302820.1	ENSG00000302820	lncRNA	chr12	-
ENSG00000257580.1	ENSG00000257580	processed_pseudogene	chr12	+
ENSG00000201296.1	RNU4-41P	snRNA	chr12	-
ENSG00000286056.1	ENSG00000286056	lncRNA	chr12	+
ENSG00000245017.5	LINC02453	lncRNA	chr12	-
ENSG00000293147.1	SLC9A7P1	lncRNA	chr12	-
ENSG00000227825.5	SLC9A7P1	transcribed_processed_pseudogene	chr12	-
ENSG00000257167.4	TMPO-AS1	lncRNA	chr12	-
ENSG00000120802.15	TMPO	protein_coding	chr12	+
ENSG00000225185.3	PPIAP8	processed_pseudogene	chr12	-
ENSG00000075415.15	SLC25A3	protein_coding	chr12	+
ENSG00000212443.1	SNORA53	snoRNA	chr12	+
ENSG00000310254.1	ENSG00000310254	lncRNA	chr12	+
ENSG00000166130.15	IKBIP	protein_coding	chr12	-
ENSG00000120868.15	APAF1	protein_coding	chr12	+
ENSG00000185046.21	ANKS1B	protein_coding	chr12	-
ENSG00000258204.1	ENSG00000258204	processed_pseudogene	chr12	+
ENSG00000257458.1	ENSG00000257458	lncRNA	chr12	+
ENSG00000300151.1	ENSG00000300151	lncRNA	chr12	+
ENSG00000202324.1	RNA5SP366	rRNA_pseudogene	chr12	-
ENSG00000258039.2	ENSG00000258039	lncRNA	chr12	+
ENSG00000180219.2	GARIN6	protein_coding	chr12	+
ENSG00000287675.2	ENSG00000287675	lncRNA	chr12	+
ENSG00000214203.4	RPS4XP1	processed_pseudogene	chr12	-
ENSG00000279148.1	ENSG00000279148	TEC	chr12	-
ENSG00000111647.13	BLTP3B	protein_coding	chr12	-
ENSG00000280088.1	ENSG00000280088	TEC	chr12	-
ENSG00000257696.2	BLTP3B-DT	lncRNA	chr12	+
ENSG00000290576.2	ENSG00000290576	lncRNA	chr12	-
ENSG00000238105.8	GOLGA2P5	transcribed_unprocessed_pseudogene	chr12	-
ENSG00000266610.2	RN7SL176P	misc_RNA	chr12	-
ENSG00000309718.1	ENSG00000309718	lncRNA	chr12	+
ENSG00000257489.7	ENSG00000257489	transcribed_unprocessed_pseudogene	chr12	-
ENSG00000221476.2	MIR1827	miRNA	chr12	+
ENSG00000075089.10	ACTR6	protein_coding	chr12	+
ENSG00000166153.17	DEPDC4	protein_coding	chr12	-
ENSG00000206790.1	Y_RNA	misc_RNA	chr12	-
ENSG00000136021.19	SCYL2	protein_coding	chr12	+
ENSG00000179520.11	SLC17A8	protein_coding	chr12	+
ENSG00000306581.1	ENSG00000306581	lncRNA	chr12	+
ENSG00000012504.15	NR1H4	protein_coding	chr12	+
ENSG00000271177.1	ENSG00000271177	processed_pseudogene	chr12	-
ENSG00000139354.11	GAS2L3	protein_coding	chr12	+
ENSG00000257803.2	PIGAP1	processed_pseudogene	chr12	+
ENSG00000151572.18	ANO4	protein_coding	chr12	+
ENSG00000257325.1	ENSG00000257325	lncRNA	chr12	-
ENSG00000295553.1	ENSG00000295553	lncRNA	chr12	+
ENSG00000305319.1	ENSG00000305319	lncRNA	chr12	-
ENSG00000258007.1	ENSG00000258007	lncRNA	chr12	-
ENSG00000258033.1	SNX5P2	unprocessed_pseudogene	chr12	+
ENSG00000256870.3	SLC5A8	protein_coding	chr12	-
ENSG00000207414.1	RNU6-768P	snRNA	chr12	-
ENSG00000241744.1	ENSG00000241744	processed_pseudogene	chr12	-
ENSG00000293805.1	ENSG00000293805	lncRNA	chr12	-
ENSG00000120800.5	UTP20	protein_coding	chr12	+
ENSG00000120805.14	ARL1	protein_coding	chr12	-
ENSG00000257543.1	ENSG00000257543	lncRNA	chr12	-
ENSG00000222890.1	RNU6-1068P	snRNA	chr12	+
ENSG00000239413.1	RPS27P23	processed_pseudogene	chr12	+
ENSG00000304394.1	ENSG00000304394	lncRNA	chr12	-
ENSG00000206929.1	Y_RNA	misc_RNA	chr12	+
ENSG00000202249.1	RNU5E-5P	snRNA	chr12	+
ENSG00000252366.1	RNA5SP367	rRNA_pseudogene	chr12	+
ENSG00000166211.8	SPIC	protein_coding	chr12	+
ENSG00000300988.1	ENSG00000300988	lncRNA	chr12	+
ENSG00000301005.1	ENSG00000301005	lncRNA	chr12	-
ENSG00000302330.1	ENSG00000302330	lncRNA	chr12	-
ENSG00000196091.15	MYBPC1	protein_coding	chr12	+
ENSG00000257514.6	ENSG00000257514	lncRNA	chr12	-
ENSG00000300870.1	ENSG00000300870	lncRNA	chr12	+
ENSG00000274560.1	ENSG00000274560	lncRNA	chr12	-
ENSG00000111666.11	CHPT1	protein_coding	chr12	+
ENSG00000199933.1	RNY1P16	misc_RNA	chr12	+
ENSG00000139351.15	SYCP3	protein_coding	chr12	-
ENSG00000111670.16	GNPTAB	protein_coding	chr12	-
ENSG00000222255.1	RNU6-101P	snRNA	chr12	-
ENSG00000258230.3	ENSG00000258230	transcribed_processed_pseudogene	chr12	-
ENSG00000293094.1	ENSG00000293094	lncRNA	chr12	-
ENSG00000201168.1	RNA5SP368	rRNA_pseudogene	chr12	+
ENSG00000222932.1	RNU6-172P	snRNA	chr12	-
ENSG00000223046.1	RNA5SP369	rRNA_pseudogene	chr12	+
ENSG00000252863.1	RNU6-1183P	snRNA	chr12	-
ENSG00000258153.1	HSPE1P4	processed_pseudogene	chr12	-
ENSG00000297173.1	ENSG00000297173	lncRNA	chr12	-
ENSG00000136048.14	DRAM1	protein_coding	chr12	+
ENSG00000257202.1	ENSG00000257202	lncRNA	chr12	-
ENSG00000241917.1	ENSG00000241917	processed_pseudogene	chr12	+
ENSG00000258308.7	ENSG00000258308	lncRNA	chr12	-
ENSG00000258288.1	NENFP2	processed_pseudogene	chr12	+
ENSG00000120860.11	WASHC3	protein_coding	chr12	-
ENSG00000257222.2	ENSG00000257222	lncRNA	chr12	+
ENSG00000075188.9	NUP37	protein_coding	chr12	-
ENSG00000185480.12	PARPBP	protein_coding	chr12	+
ENSG00000183395.5	PMCH	protein_coding	chr12	-
ENSG00000281344.1	HELLPAR	lncRNA	chr12	+
ENSG00000264554.2	RN7SL793P	misc_RNA	chr12	-
ENSG00000298830.1	ENSG00000298830	lncRNA	chr12	-
ENSG00000258142.2	ENSG00000258142	transcribed_processed_pseudogene	chr12	-
ENSG00000283052.3	LINC02456	lncRNA	chr12	+
ENSG00000302996.1	ENSG00000302996	lncRNA	chr12	-
ENSG00000017427.17	IGF1	protein_coding	chr12	-
ENSG00000298855.1	ENSG00000298855	lncRNA	chr12	+
ENSG00000257254.1	ENSG00000257254	processed_pseudogene	chr12	-
ENSG00000296233.1	ENSG00000296233	lncRNA	chr12	+
ENSG00000258169.2	LINC00485	lncRNA	chr12	-
ENSG00000171759.10	PAH	protein_coding	chr12	-
ENSG00000282964.1	ENSG00000282964	lncRNA	chr12	-
ENSG00000139352.4	ASCL1	protein_coding	chr12	+
ENSG00000288092.2	ENSG00000288092	lncRNA	chr12	+
ENSG00000257703.7	ENSG00000257703	lncRNA	chr12	-
ENSG00000306788.1	ENSG00000306788	lncRNA	chr12	+
ENSG00000257860.7	C12orf42-AS1	lncRNA	chr12	+
ENSG00000179088.16	C12orf42	protein_coding	chr12	-
ENSG00000295962.1	ENSG00000295962	lncRNA	chr12	+
ENSG00000296019.1	ENSG00000296019	lncRNA	chr12	+
ENSG00000257415.1	ENSG00000257415	processed_pseudogene	chr12	+
ENSG00000257994.1	ENSG00000257994	unprocessed_pseudogene	chr12	-
ENSG00000286197.2	ENSG00000286197	lncRNA	chr12	-
ENSG00000310518.1	ENSG00000310518	lncRNA	chr12	+
ENSG00000257762.6	LINC02401	lncRNA	chr12	+
ENSG00000136011.15	STAB2	protein_coding	chr12	+
ENSG00000212594.1	U8	snoRNA	chr12	+
ENSG00000257737.1	ENSG00000257737	lncRNA	chr12	-
ENSG00000257766.1	ENSG00000257766	lncRNA	chr12	-
ENSG00000257681.1	ENSG00000257681	lncRNA	chr12	-
ENSG00000111696.12	NT5DC3	protein_coding	chr12	-
ENSG00000257754.1	ENSG00000257754	lncRNA	chr12	+
ENSG00000257327.2	ENSG00000257327	lncRNA	chr12	+
ENSG00000293399.3	ENSG00000293399	lncRNA	chr12	-
ENSG00000214198.9	TTC41P	transcribed_unitary_pseudogene	chr12	-
ENSG00000166598.16	HSP90B1	protein_coding	chr12	+
ENSG00000284503.1	MIR3652	miRNA	chr12	+
ENSG00000204954.10	UQCC6	protein_coding	chr12	-
ENSG00000139372.15	TDG	protein_coding	chr12	+
ENSG00000288744.1	ENSG00000288744	lncRNA	chr12	+
ENSG00000120820.13	GLT8D2	protein_coding	chr12	-
ENSG00000310260.1	ENSG00000310260	lncRNA	chr12	-
ENSG00000216285.5	ENSG00000216285	processed_pseudogene	chr12	+
ENSG00000111727.12	HCFC2	protein_coding	chr12	+
ENSG00000120837.8	NFYB	protein_coding	chr12	-
ENSG00000199415.1	RNA5SP370	rRNA_pseudogene	chr12	+
ENSG00000298015.1	ENSG00000298015	lncRNA	chr12	+
ENSG00000286258.2	ENSG00000286258	lncRNA	chr12	-
ENSG00000257193.2	LINC02385	lncRNA	chr12	+
ENSG00000294348.1	ENSG00000294348	lncRNA	chr12	-
ENSG00000198431.18	TXNRD1	protein_coding	chr12	+
ENSG00000257732.2	ENSG00000257732	lncRNA	chr12	-
ENSG00000213442.5	RPL18AP3	processed_pseudogene	chr12	+
ENSG00000304986.1	ENSG00000304986	lncRNA	chr12	-
ENSG00000255150.2	EID3	protein_coding	chr12	+
ENSG00000298817.1	ENSG00000298817	lncRNA	chr12	+
ENSG00000298845.1	ENSG00000298845	lncRNA	chr12	+
ENSG00000171310.11	CHST11	protein_coding	chr12	+
ENSG00000304709.1	ENSG00000304709	lncRNA	chr12	-
ENSG00000258111.1	ENSG00000258111	processed_pseudogene	chr12	+
ENSG00000279176.1	ENSG00000279176	TEC	chr12	+
ENSG00000264295.1	MIR3922	miRNA	chr12	+
ENSG00000289557.2	ENSG00000289557	lncRNA	chr12	+
ENSG00000309266.1	ENSG00000309266	lncRNA	chr12	+
ENSG00000136052.10	SLC41A2	protein_coding	chr12	-
ENSG00000222579.1	Y_RNA	misc_RNA	chr12	+
ENSG00000286410.2	ENSG00000286410	lncRNA	chr12	+
ENSG00000257758.1	KRT18P20	processed_pseudogene	chr12	-
ENSG00000307635.1	ENSG00000307635	lncRNA	chr12	-
ENSG00000151131.11	NOPCHAP1	protein_coding	chr12	+
ENSG00000136010.14	ALDH1L2	protein_coding	chr12	-
ENSG00000136051.15	WASHC4	protein_coding	chr12	+
ENSG00000136044.12	APPL2	protein_coding	chr12	-
ENSG00000235162.9	C12orf75	protein_coding	chr12	+
ENSG00000286903.2	ENSG00000286903	lncRNA	chr12	+
ENSG00000257642.1	C12orf75-AS1	lncRNA	chr12	-
ENSG00000301011.1	ENSG00000301011	lncRNA	chr12	+
ENSG00000301111.1	ENSG00000301111	lncRNA	chr12	-
ENSG00000309761.1	ENSG00000309761	lncRNA	chr12	+
ENSG00000286520.1	ENSG00000286520	lncRNA	chr12	-
ENSG00000257859.2	CASC18	lncRNA	chr12	+
ENSG00000300812.1	ENSG00000300812	lncRNA	chr12	-
ENSG00000295957.1	ENSG00000295957	lncRNA	chr12	-
ENSG00000295997.1	ENSG00000295997	lncRNA	chr12	+
ENSG00000289387.2	ENSG00000289387	lncRNA	chr12	+
ENSG00000305754.1	ENSG00000305754	lncRNA	chr12	+
ENSG00000257773.1	ST13P3	processed_pseudogene	chr12	+
ENSG00000257890.2	ENSG00000257890	lncRNA	chr12	-
ENSG00000074590.14	NUAK1	protein_coding	chr12	-
ENSG00000257438.2	ENSG00000257438	lncRNA	chr12	+
ENSG00000298892.1	ENSG00000298892	lncRNA	chr12	+
ENSG00000310366.1	ENSG00000310366	lncRNA	chr12	-
